execution_order,run_id,config_id,rep,config_hash,scan_type,timing,fragmentation,decoys,padding,source_port,command_template
574,C0030-r1,C0030,1,1a42551072,sS,T0,none,d10,pad50,sp53,"nmap -sS -T0 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
575,C0172-r2,C0172,2,84a014864b,sN,T0,none,none,none,none,"nmap -sN -T0 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
576,C0174-r1,C0174,1,501348dbf1,sN,T4,f,d10,pad50,sp53,"nmap -sN -T4 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
577,C0216-r1,C0216,1,0fcd73bb83,sT,T0,mtu24,none,none,none,"nmap -sT -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
578,C0332-r1,C0332,1,0fbec70973,sX,T2,ff,d10,none,sp53,"nmap -sX -T2 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
579,C0104-r2,C0104,2,6b70d203f7,sT,T4,none,d10,pad50,none,"nmap -sT -T4 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
580,C0279-r2,C0279,2,5ecfd8cdbc,sN,T2,ff,none,none,none,"nmap -sN -T2 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
581,C0103-r3,C0103,3,6aa2fc013e,sU,T1,ff,d5,none,sp53,"nmap -sU -T1 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
582,C0309-r1,C0309,1,fac613687f,sA,T3,none,d5,none,none,"nmap -sA -T3 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
583,C0168-r3,C0168,3,041b6dcf40,sX,T5,none,d10,none,sp53,"nmap -sX -T5 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
584,C0155-r2,C0155,2,0e5b4211ee,sU,T3,none,none,pad50,none,"nmap -sU -T3 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
585,C0110-r3,C0110,3,70fb139fff,sT,T4,ff,d10,none,sp53,"nmap -sT -T4 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
586,C0243-r2,C0243,2,a2d1d960cb,sA,T2,none,d5,pad50,none,"nmap -sA -T2 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
587,C0146-r3,C0146,3,c5cfcc6ed8,sF,T1,ff,d10,pad50,sp53,"nmap -sF -T1 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
588,C0276-r3,C0276,3,63aef16e88,sX,T3,none,d5,none,none,"nmap -sX -T3 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
589,C0263-r3,C0263,3,5350c50cd5,sT,T2,mtu24,d10,none,sp53,"nmap -sT -T2 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
590,C0333-r2,C0333,2,fc6c30da61,sF,T4,f,d5,none,none,"nmap -sF -T4 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
591,C0215-r1,C0215,1,091efde746,sF,T3,mtu24,none,pad50,none,"nmap -sF -T3 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
592,C0046-r3,C0046,3,b9f3aed104,sF,T5,mtu24,none,none,none,"nmap -sF -T5 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
593,C0320-r3,C0320,3,831ff624e8,sN,T3,ff,d5,none,sp53,"nmap -sN -T3 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
594,C0185-r2,C0185,2,fdbb2a8b62,sA,T3,ff,d10,pad50,none,"nmap -sA -T3 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
595,C0003-r1,C0003,1,8dd6bf43f7,sU,T3,ff,d5,pad50,sp53,"nmap -sU -T3 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
596,C0184-r3,C0184,3,08331bb567,sN,T1,f,d10,none,none,"nmap -sN -T1 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
597,C0192-r3,C0192,3,fc937b30c2,sT,T4,ff,d5,pad50,none,"nmap -sT -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
598,C0335-r2,C0335,2,6f056028a9,sN,T2,none,d5,none,sp53,"nmap -sN -T2 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
599,C0363-r1,C0363,1,3e9b26bec8,sF,T5,mtu24,none,none,sp53,"nmap -sF -T5 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
600,C0179-r3,C0179,3,0c6561808f,sU,T5,ff,d10,none,none,"nmap -sU -T5 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
601,C0226-r2,C0226,2,0e5c80cfd0,sF,T5,none,none,pad50,none,"nmap -sF -T5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
602,C0272-r1,C0272,1,b1ebb3050f,sU,T4,mtu24,d5,pad50,none,"nmap -sU -T4 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
603,C0218-r3,C0218,3,2bfa3a970f,sN,T4,ff,none,pad50,sp53,"nmap -sN -T4 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
604,C0260-r2,C0260,2,18ee89d4d6,sS,T3,none,none,none,none,"nmap -sS -T3 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
605,C0331-r1,C0331,1,5477d5d20d,sN,T5,ff,d5,none,none,"nmap -sN -T5 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
606,C0043-r2,C0043,2,533575db52,sU,T5,ff,d10,none,sp53,"nmap -sU -T5 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
607,C0030-r3,C0030,3,1a42551072,sS,T0,none,d10,pad50,sp53,"nmap -sS -T0 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
608,C0366-r2,C0366,2,461d72e0cd,sF,T3,none,d5,none,sp53,"nmap -sF -T3 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
609,C0069-r3,C0069,3,d9d713e208,sX,T1,f,d10,none,none,"nmap -sX -T1 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
610,C0210-r2,C0210,2,c27f4d8d8d,sN,T1,f,none,pad50,sp53,"nmap -sN -T1 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
611,C0026-r3,C0026,3,4ba767f5ab,sN,T0,none,d5,pad50,sp53,"nmap -sN -T0 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
612,C0310-r3,C0310,3,c818ca0871,sX,T0,ff,none,none,sp53,"nmap -sX -T0 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
613,C0183-r1,C0183,1,d898d0a728,sX,T5,f,none,pad50,sp53,"nmap -sX -T5 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
614,C0067-r1,C0067,1,2b645a96b4,sU,T0,none,d5,none,sp53,"nmap -sU -T0 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
615,C0191-r3,C0191,3,58976cdee4,sT,T1,f,none,none,none,"nmap -sT -T1 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
616,C0139-r2,C0139,2,d471942390,sF,T5,f,d10,none,sp53,"nmap -sF -T5 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
617,C0305-r1,C0305,1,d8b1e00d2d,sU,T0,ff,d10,none,sp53,"nmap -sU -T0 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
618,C0366-r3,C0366,3,461d72e0cd,sF,T3,none,d5,none,sp53,"nmap -sF -T3 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
619,C0169-r2,C0169,2,50d183469b,sN,T2,f,d10,pad50,none,"nmap -sN -T2 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
620,C0361-r1,C0361,1,fe5f8d8064,sT,T4,none,d5,pad50,sp53,"nmap -sT -T4 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
621,C0185-r3,C0185,3,fdbb2a8b62,sA,T3,ff,d10,pad50,none,"nmap -sA -T3 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
622,C0153-r1,C0153,1,40dc43e92f,sA,T1,none,d10,pad50,none,"nmap -sA -T1 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
623,C0274-r3,C0274,3,b7cf8c01da,sF,T0,mtu24,none,none,none,"nmap -sF -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
624,C0056-r2,C0056,2,d4535d6b11,sT,T2,mtu24,none,none,sp53,"nmap -sT -T2 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
625,C0186-r2,C0186,2,3ccb1e22cd,sU,T4,f,none,pad50,none,"nmap -sU -T4 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
626,C0308-r2,C0308,2,3a7bcfb041,sF,T4,ff,d10,pad50,none,"nmap -sF -T4 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
627,C0057-r1,C0057,1,c593e2397a,sF,T2,mtu24,d10,none,none,"nmap -sF -T2 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
628,C0254-r2,C0254,2,6a55d7c98a,sS,T2,ff,d10,pad50,sp53,"nmap -sS -T2 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
629,C0248-r1,C0248,1,7b0945e7a3,sA,T3,f,d5,pad50,none,"nmap -sA -T3 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
630,C0012-r1,C0012,1,77397b6be8,sT,T2,f,d5,none,none,"nmap -sT -T2 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
631,C0007-r1,C0007,1,74c8f5e314,sX,T4,mtu24,d5,none,sp53,"nmap -sX -T4 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
632,C0315-r3,C0315,3,6e3c486d77,sU,T0,none,d10,none,sp53,"nmap -sU -T0 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
633,C0004-r3,C0004,3,eccfbd76c5,sT,T2,mtu24,none,pad50,sp53,"nmap -sT -T2 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
634,C0270-r3,C0270,3,21f5194543,sA,T3,ff,d5,pad50,none,"nmap -sA -T3 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
635,C0159-r2,C0159,2,ac27a5ef8e,sF,T4,mtu24,none,pad50,none,"nmap -sF -T4 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
636,C0362-r2,C0362,2,9ed5871416,sS,T1,ff,d5,pad50,none,"nmap -sS -T1 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
637,C0100-r2,C0100,2,8836a4b8a6,sN,T2,mtu24,none,none,none,"nmap -sN -T2 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
638,C0177-r1,C0177,1,67ad16e8bd,sX,T3,mtu24,none,pad50,none,"nmap -sX -T3 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
639,C0113-r1,C0113,1,e36d2c0033,sF,T4,f,d10,pad50,none,"nmap -sF -T4 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
640,C0105-r2,C0105,2,5be114e04d,sS,T5,none,none,pad50,sp53,"nmap -sS -T5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
641,C0173-r3,C0173,3,63d1707ab9,sS,T2,ff,d10,pad50,none,"nmap -sS -T2 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
642,C0092-r2,C0092,2,ccb2407977,sX,T0,none,d5,pad50,none,"nmap -sX -T0 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
643,C0162-r2,C0162,2,9b6914beec,sS,T0,ff,none,pad50,sp53,"nmap -sS -T0 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
644,C0300-r3,C0300,3,c8945f22c3,sU,T5,mtu24,none,pad50,sp53,"nmap -sU -T5 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
645,C0208-r2,C0208,2,3562e17cf2,sS,T0,ff,d10,none,sp53,"nmap -sS -T0 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
646,C0240-r2,C0240,2,0ab76a28fd,sF,T0,f,d5,none,none,"nmap -sF -T0 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
647,C0085-r3,C0085,3,6f6cace848,sU,T5,f,d10,none,none,"nmap -sU -T5 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
648,C0361-r2,C0361,2,fe5f8d8064,sT,T4,none,d5,pad50,sp53,"nmap -sT -T4 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
649,C0165-r3,C0165,3,972abfb268,sA,T3,mtu24,d5,none,none,"nmap -sA -T3 --mtu 24 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
650,C0325-r1,C0325,1,07752be5ce,sN,T1,f,d10,pad50,none,"nmap -sN -T1 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
651,C0209-r1,C0209,1,82611df3c5,sS,T5,ff,none,none,sp53,"nmap -sS -T5 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
652,C0182-r1,C0182,1,ada09248b3,sU,T2,ff,d10,none,none,"nmap -sU -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
653,C0118-r3,C0118,3,8218bbbf2d,sF,T2,f,d10,pad50,sp53,"nmap -sF -T2 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
654,C0016-r2,C0016,2,b18c5a5540,sU,T5,f,none,none,sp53,"nmap -sU -T5 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
655,C0160-r1,C0160,1,59f9d1e99f,sN,T1,mtu24,none,pad50,none,"nmap -sN -T1 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
656,C0156-r1,C0156,1,fc62086724,sS,T2,ff,d5,none,sp53,"nmap -sS -T2 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
657,C0066-r2,C0066,2,3c3e7b5f79,sU,T1,ff,d10,none,none,"nmap -sU -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
658,C0335-r1,C0335,1,6f056028a9,sN,T2,none,d5,none,sp53,"nmap -sN -T2 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
659,C0138-r3,C0138,3,cdd8cde2ba,sT,T2,none,d5,pad50,sp53,"nmap -sT -T2 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
660,C0267-r3,C0267,3,f540c5472b,sA,T0,none,d5,none,sp53,"nmap -sA -T0 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
661,C0188-r1,C0188,1,8c68b99d58,sU,T1,none,d10,none,sp53,"nmap -sU -T1 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
662,C0050-r2,C0050,2,f7011952cb,sX,T4,mtu24,d10,pad50,sp53,"nmap -sX -T4 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
663,C0158-r3,C0158,3,40e73e6fe5,sX,T3,f,none,pad50,sp53,"nmap -sX -T3 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
664,C0052-r2,C0052,2,135c5df947,sN,T0,mtu24,none,none,none,"nmap -sN -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
665,C0367-r1,C0367,1,cdcba6d2c9,sA,T2,mtu24,none,none,none,"nmap -sA -T2 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
666,C0297-r3,C0297,3,0f3c6a5d3c,sN,T4,ff,d5,pad50,none,"nmap -sN -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
667,C0163-r3,C0163,3,f4a09ce5ca,sA,T1,none,d10,none,none,"nmap -sA -T1 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
668,C0023-r2,C0023,2,41387501a7,sF,T2,none,d5,none,sp53,"nmap -sF -T2 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
669,C0341-r3,C0341,3,e6d4714777,sT,T5,none,d5,pad50,none,"nmap -sT -T5 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
670,C0142-r2,C0142,2,7dd518a653,sT,T1,f,d5,pad50,sp53,"nmap -sT -T1 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
671,C0028-r1,C0028,1,2c1d576eee,sX,T0,f,d10,pad50,sp53,"nmap -sX -T0 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
672,C0036-r2,C0036,2,10443f9935,sN,T3,ff,d10,none,sp53,"nmap -sN -T3 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
673,C0177-r2,C0177,2,67ad16e8bd,sX,T3,mtu24,none,pad50,none,"nmap -sX -T3 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
674,C0260-r1,C0260,1,18ee89d4d6,sS,T3,none,none,none,none,"nmap -sS -T3 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
675,C0224-r3,C0224,3,f98a7b306b,sF,T3,ff,d5,pad50,none,"nmap -sF -T3 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
676,C0114-r1,C0114,1,27b2abc577,sS,T4,mtu24,none,none,none,"nmap -sS -T4 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
677,C0062-r1,C0062,1,c8c9b17d78,sN,T0,mtu24,d5,none,none,"nmap -sN -T0 --mtu 24 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
678,C0047-r1,C0047,1,94e3b2377a,sF,T2,mtu24,d5,pad50,sp53,"nmap -sF -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
679,C0069-r1,C0069,1,d9d713e208,sX,T1,f,d10,none,none,"nmap -sX -T1 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
680,C0244-r3,C0244,3,0caa6f1f10,sT,T0,none,d5,pad50,none,"nmap -sT -T0 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
681,C0082-r2,C0082,2,76b95d1c96,sS,T0,mtu24,none,pad50,sp53,"nmap -sS -T0 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
682,C0115-r3,C0115,3,ae27ff0314,sS,T5,none,d5,none,sp53,"nmap -sS -T5 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
683,C0300-r1,C0300,1,c8945f22c3,sU,T5,mtu24,none,pad50,sp53,"nmap -sU -T5 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
684,C0234-r3,C0234,3,42b16c11c3,sX,T4,f,d5,pad50,sp53,"nmap -sX -T4 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
685,C0176-r3,C0176,3,d72dc65612,sX,T4,none,d5,pad50,none,"nmap -sX -T4 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
